"Timestamp","Please.indicate..in.the.box.below..that.you.are.at.least.18.years.old..have.read.and.understand.this.consent.form..and.you.agree.to.participate.in.this.online.research.study.","MFQ1","MFQ2","MFQ3","MFQ4","MFQ5","MFQ6","MFQ7","MFQ8","MFQ9","MFQ10","MFQ11","MFQ12","MFQ13","MFQ14","MFQ15","MFQ16","MFQ17","MFQ18","MFQ19","MFQ20","MFQ21","MFQ22","MFQ23","MFQ24","MFQ25","MFQ26","MFQ27","MFQ28","MFQ29","MFQ30","MFQ31","MFQ32","ICS1","ICS2","ICS3","ICS4","ICS5","ICS6","ICS7","ICS8","ICS9","ICS10","What.is.your.age..in.years..","What.is.your.sex.","Do.you.have.an.active.Twitter.account.","How.often.do.you.use.or.browse.Twitter.using.your.account...approximately.","Approximately.how.many.followers.do.you.have.","If.you.do.have.a.Twitter.account..to.what.degree.do.you.use.Twitter.to.post.or.retweet.about.political..social..or.economic.issues.that.are.important.to.you..Please.skip.this.question.if.you.do.not.have.an.active.Twitter.account.","If.you.do.have.a.Twitter.account..is.your.account.public.or.private..","Twitter.username..the.exact.name.that.comes.after.....on.your.twitter.profile..","Worker.ID","Probably_fake","response_ID","Harm","Fairness","Loyalty","Authority","Purity","ICS_score"
"4/26/19 5:39","I agree to participate.",3,1,3,2,2,1,2,4,2,1,2,2,3,1,2,3,2,2,2,2,3,3,2,3,3,4,2,3,4,2,3,2,-1,-1,1,-1,1,-1,1,-1,1,1,25,"Male","Yes","At least once a day","less than 100",2,"Public","deosoculus","A3EHI7J2E5DSJK","",657,14,17,13,14,14,0
"4/26/19 7:27","I agree to participate.",4,4,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,1,-1,-1,1,-1,-1,-1,-1,-1,-1,62,"Female","Yes","less than once per week","less than 100",1,"Public","TerrieW1","A1QJ2VPPZG16EG","",658,29,29,26,27,29,-6
"4/26/19 7:35","I agree to participate.",5,5,3,2,0,0,5,5,3,0,0,5,5,3,5,0,5,5,3,3,0,5,5,5,0,2,0,2,0,0,3,0,-1,1,1,1,-1,-1,-1,1,-1,-1,28,"Female","Yes","less than once per week","100 to 200",1,"Public","no thanks","A1LTJHPUTL7WM9","",659,27,25,12,15,0,-2
"4/26/19 8:55","I agree to participate.",2,4,1,1,1,0,4,5,2,2,1,5,5,1,2,0,3,5,3,2,1,5,0,5,2,3,1,0,3,1,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,65,"Male","Yes","two to three times per day","100 to 200",6,"Public","wtblanchard","A1DNJ17PE2RYJZ","",660,14,27,10,13,5,-8
"4/26/19 8:56","I agree to participate.",5,4,4,4,2,0,4,4,4,3,3,5,3,4,5,5,5,3,5,5,5,5,5,5,2,4,5,1,2,4,5,3,-1,-1,1,-1,1,1,-1,-1,-1,-1,54,"Female","Yes","At least once a day","less than 100",1,"Public","hp246","A2VX8B1CJXRN2","",661,25,21,23,26,23,-4
"4/26/19 8:57","I agree to participate.",5,4,0,0,0,0,4,4,1,0,0,5,5,0,3,0,5,4,2,0,0,5,4,3,0,0,0,0,1,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,"Male","Yes","At least once a day","less than 100",4,"Private","","A1JVWOBGNA6KJT","",662,23,21,7,3,0,-10
"4/26/19 10:35","I agree to participate.",3,5,0,0,0,0,4,3,0,0,0,4,4,0,0,0,2,4,1,1,0,3,5,3,1,2,0,3,2,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,"Male","Yes","four to five times per week","more than 1000",2,"Private","","A279YSE7NB16M0","",663,21,21,2,6,0,-10
"4/26/19 11:54","I agree to participate.",3,4,2,4,5,0,3,1,5,4,1,4,4,5,2,5,5,5,5,5,2,4,5,5,2,4,5,0,0,3,4,4,1,1,1,1,1,1,1,1,1,1,30,"Male","Yes","two to three times per week","100 to 200",1,"Private","","A36JTIZPOO2HO5","",664,20,19,22,23,22,10
"4/26/19 15:25","I agree to participate.",3,5,3,2,4,5,2,2,3,4,3,2,4,3,2,4,5,3,4,4,5,3,2,3,3,5,2,2,4,3,4,2,1,-1,1,-1,1,1,-1,1,1,-1,41,"Male","Yes","At least once a day","500 to 600",6,"Private","","A10BY3JE3Q69TE","",665,16,21,19,21,20,2
"4/26/19 16:52","I agree to participate.",2,3,1,3,3,0,1,3,3,1,2,3,3,2,4,1,3,4,4,4,1,5,5,3,3,3,1,4,2,3,4,3,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,32,"Male","Yes","two to three times per week","less than 100",1,"Public","scubasjl","A2FIMENJ9UMN7M","",666,18,18,16,19,11,-8
"4/26/19 18:39","I agree to participate.",3,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,2,0,1,5,5,0,0,0,5,5,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,"Female","Yes","less than once per week","less than 100",3,"Private","","A1GKD3NG1NNHRP","",667,23,25,0,2,0,-10
"4/26/19 19:47","I agree to participate.",4,5,0,2,4,0,5,4,3,0,3,5,5,2,4,0,5,5,0,3,5,4,5,5,4,5,5,3,1,1,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,"Female","Yes","less than once per week","200 to 300",1,"Public","southernbred__","A12WRJ2ZMDW3SU","",668,27,25,10,17,22,-8
"4/26/19 19:58","I agree to participate.",4,4,1,1,5,0,5,5,5,2,2,5,4,4,4,0,4,4,2,4,4,4,5,5,2,2,2,3,0,3,4,0,1,-1,1,1,-1,-1,-1,1,-1,-1,23,"Female","Yes","four to five times per day or more","100 to 200",3,"Private","ellaaalucenteee","A1KRF1XBU38GJS","",669,26,22,17,17,13,-2
"4/26/19 21:07","I agree to participate.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,"Male","Yes","less than once per week","less than 100",1,"Public","Cheapgamer1","A2H5UA2MUBT4QX","",670,30,30,25,25,20,-8
"4/26/19 22:08","I agree to participate.",4,3,4,4,4,1,4,5,4,3,4,5,5,4,3,5,5,4,3,4,5,4,5,5,4,5,4,1,4,2,3,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Male","Yes","two to three times per day","300 to 400",4,"Private","","APO6KZZ79PO9Q","",671,24,26,21,22,23,-6
"4/27/19 4:26","I agree to participate.",5,5,3,2,4,0,5,4,4,2,3,5,4,4,5,4,4,5,4,2,5,5,3,4,4,0,2,5,0,4,4,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,59,"Male","Yes","At least once a day","less than 100",1,"Private","","A1V2H0UF94ATWY","",673,27,22,23,15,22,-8
"4/27/19 4:34","I agree to participate.",3,3,1,3,4,0,1,5,3,2,3,5,5,5,3,0,3,5,2,3,2,5,5,3,2,3,3,0,3,1,3,3,1,1,-1,-1,-1,-1,1,-1,-1,-1,23,"Male","Yes","two to three times per day","less than 100",1,"Private","","A9YN0N476F6PR","",674,17,24,14,17,15,-4
"4/27/19 8:42","I agree to participate.",3,2,1,1,2,0,2,3,2,1,3,4,5,2,1,1,5,5,5,5,3,5,5,5,5,5,5,0,0,0,3,4,1,1,1,-1,1,1,-1,1,1,-1,27,"Male","Yes","four to five times per day or more","200 to 300",5,"Private","","A2R0YYUAWNT7UD","",675,19,20,15,16,18,4
"4/27/19 8:54","I agree to participate.",5,5,3,3,4,0,3,4,3,3,5,5,5,3,5,4,4,5,3,3,4,5,3,4,1,2,4,4,1,2,3,3,-1,-1,-1,1,-1,-1,1,-1,1,1,26,"Female","Yes","two to three times per week","200 to 300",1,"Private","","A2V35L3RIRYYXV","",676,24,24,15,19,24,-2
"4/27/19 9:36","I agree to participate.",4,5,1,2,0,0,5,4,2,1,0,5,5,2,5,0,5,5,1,2,0,5,5,5,2,2,1,2,2,2,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,"Male","Yes","two to three times per day","800 to 900",6,"Public","clubmarkgirard","A3862RIFFUV141","",677,26,26,10,12,1,-8
"4/27/19 10:02","I agree to participate.",3,5,5,5,5,5,3,5,3,3,5,4,4,3,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,43,"Female","Yes","two to three times per day","less than 100",5,"Private","","A1N35VV9QURKHX","",678,25,29,22,28,29,-6
"4/27/19 10:38","I agree to participate.",5,5,4,3,4,0,5,5,5,4,4,5,5,3,4,0,5,5,2,1,3,5,5,5,3,3,3,5,5,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","four to five times per day or more","100 to 200",5,"Private","","AOBTFLJU2BEPR","",679,30,30,19,16,15,-8
"4/27/19 13:26","I agree to participate.",3,4,1,3,5,0,5,5,3,1,4,5,4,3,3,1,4,5,1,2,2,4,5,3,1,0,5,4,3,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,"Female","Yes","less than once per week","100 to 200",1,"Private","","AGKL1HOKIR138","",680,26,24,10,12,20,-10
"4/27/19 13:32","I agree to participate.",5,4,1,1,5,0,4,2,5,2,0,4,5,3,4,5,4,5,3,4,1,5,5,4,4,5,4,4,5,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Male","Yes","two to three times per day","300 to 400",5,"Public","","A2H8HVANGF4A58","",682,26,25,21,19,18,-10
"4/27/19 13:44","I agree to participate.",4,3,5,5,2,0,3,5,2,0,0,5,5,4,0,3,3,4,5,5,0,3,5,3,3,2,4,2,5,0,5,4,-1,-1,1,1,1,1,1,1,1,1,36,"Female","Yes","less than once per week","100 to 200",5,"Public","","A87D3K9YVKTQ7","",683,22,25,19,17,13,6
"4/27/19 15:18","I agree to participate.",5,5,1,4,5,0,3,5,3,5,4,5,5,5,5,3,5,5,3,5,4,5,5,4,5,5,3,5,5,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,"Male","Yes","two to three times per day","100 to 200",2,"Public","ryanmitchell5","A32U64W0S9PUA3","",684,28,29,20,29,22,-10
"4/27/19 16:42","I agree to participate.",4,1,3,3,5,0,4,5,5,3,4,5,4,4,4,4,2,4,5,4,3,5,5,3,3,5,4,2,0,3,3,3,1,-1,1,1,1,1,1,-1,-1,1,27,"Male","Yes","At least once a day","less than 100",4,"Public","ElfishCascade","AQBMXL3D39ZC0","",685,22,17,23,22,23,4
"4/27/19 16:53","I agree to participate.",3,3,1,2,4,0,4,3,3,3,4,5,3,2,4,1,4,2,0,3,4,5,4,2,0,1,4,4,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,"Female","Yes","less than once per week","less than 100",2,"Private","","A9HQ3E0F2AGVO","",686,24,16,9,16,20,-10
"4/27/19 17:57","I agree to participate.",4,4,5,3,4,2,4,3,4,4,3,4,3,4,5,5,5,4,4,5,4,4,5,4,5,4,3,5,5,3,4,2,1,1,-1,-1,-1,-1,1,1,-1,-1,25,"Male","Yes","two to three times per week","100 to 200",5,"Public","colecodez","A3VY42IIJXD3IC","",689,27,23,25,25,21,-2
"4/27/19 18:03","I agree to participate.",5,4,0,1,1,0,5,4,2,2,2,5,5,2,4,0,5,5,1,1,2,5,5,5,1,1,2,4,2,0,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Female","Yes","two to three times per week","more than 1000",2,"Private","","A26U3I04KNBNLK","",690,29,25,6,11,7,-8
"4/27/19 18:11","I agree to participate.",3,4,5,3,1,0,4,4,3,1,0,4,5,3,5,5,4,3,5,4,4,5,1,5,1,3,4,1,4,2,4,2,1,-1,1,-1,1,1,-1,-1,1,-1,34,"Female","Yes","two to three times per week","I do not wish to disclose this information.",2,"Private","","A37E36IPU0BJX5","",691,17,25,19,20,16,0
"4/27/19 18:15","I agree to participate.",4,4,0,0,0,0,4,4,2,0,0,3,4,0,0,0,4,4,0,2,0,5,4,3,4,0,0,3,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","less than once per week","less than 100",3,"Private","","A144T42X6B04VA","",692,22,19,7,3,0,-8
"4/27/19 18:24","I agree to participate.",2,1,2,3,1,0,5,4,3,4,4,5,4,3,4,0,3,4,5,5,3,5,5,5,5,3,2,3,3,2,0,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,20,"Male","Yes","four to five times per day or more","more than 1000",1,"Public","Messejajs","A2YFTTVAH9AFXU","",693,23,21,20,19,12,-8
"4/27/19 18:28","I agree to participate.",5,5,0,0,2,2,5,5,2,0,2,5,5,3,2,0,3,5,0,1,2,5,3,3,2,0,3,4,5,4,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,"Female","Yes","four to five times per week","200 to 300",7,"Private","","A6T1F7YSN8RWJ","",694,25,28,11,6,9,-10
"4/27/19 18:53","I agree to participate.",5,5,1,4,1,0,5,5,4,0,5,5,5,3,5,1,5,5,1,4,5,5,5,4,2,2,0,5,2,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,"Female","Yes","less than once per week","less than 100",1,"Private","","AH8YJA4QTHCD1","",695,30,26,14,18,12,-10
"4/27/19 18:55","I agree to participate.",5,5,2,1,1,0,5,5,2,2,2,5,5,1,3,0,5,5,1,2,0,5,4,4,1,3,2,3,2,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,"Male","Yes","four to five times per day or more","less than 100",1,"Public","A102310239","AE87K978IXPYP","",696,27,26,10,14,5,-10
"4/27/19 18:57","I agree to participate.",4,5,5,0,2,5,5,5,0,5,2,0,0,2,0,2,5,5,5,3,5,5,5,5,5,5,5,5,0,2,3,5,-1,-1,1,-1,1,-1,-1,-1,-1,1,32,"Female","No","N/A ( I do not have a Twitter account)","less than 100",1,"N/A (I do not have a Twitter account)","","A1PZ51LBRX8JUO","",697,24,20,19,16,21,-4
"4/27/19 18:57","I agree to participate.",5,4,0,1,1,0,3,5,5,1,3,5,5,1,3,0,4,3,3,4,0,5,5,4,2,1,0,4,3,2,1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,30,"Female","Yes","less than once per week","less than 100",1,"Private","","A2TTLI727CK3XV","",698,26,24,13,11,4,-6
"4/27/19 19:00","I agree to participate.",3,3,1,2,5,0,1,3,2,2,1,4,3,2,3,1,3,4,4,3,5,5,5,3,3,0,2,5,4,0,2,4,-1,-1,1,1,1,-1,-1,1,-1,-1,24,"Male","Yes","four to five times per week","less than 100",1,"Public","southbuckneppy","A2E3UTEZNB9BN9","",699,21,20,12,12,18,-2
"4/27/19 19:08","I agree to participate.",4,1,5,2,5,4,5,1,4,3,5,4,4,2,4,1,4,5,2,5,1,0,3,5,1,3,1,5,2,5,2,0,1,-1,1,1,-1,1,-1,1,1,-1,37,"Female","Yes","four to five times per day or more","less than 100",6,"Public","pcahhr","A27GK6AHDNFW5Y","",700,25,18,19,19,13,2
"4/27/19 19:15","I agree to participate.",3,5,3,3,3,0,4,5,3,3,3,4,5,3,3,3,4,4,4,4,4,5,5,4,4,3,3,2,1,2,2,4,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,42,"Male","Yes","two to three times per day","less than 100",2,"Public","","AGNJKSH5LFKXZ","",701,22,24,19,18,20,-8
"4/27/19 19:24","I agree to participate.",5,4,3,5,3,0,3,3,5,4,3,5,4,3,5,4,4,5,5,5,3,5,3,4,4,3,3,5,3,3,5,5,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,"Male","Yes","four to five times per week","300 to 400",3,"Public","","A3CNJ4MFNKSR12","",702,25,23,23,27,21,-8
"4/27/19 19:28","I agree to participate.",5,4,0,3,5,0,1,4,3,4,5,5,4,2,3,1,5,4,1,5,2,4,4,3,3,4,5,0,2,0,3,4,1,-1,-1,-1,-1,1,-1,-1,1,-1,39,"Female","Yes","less than once per week","less than 100",2,"Private","","A28URN0B675OIE","",703,20,21,9,22,22,-4
"4/27/19 19:33","I agree to participate.",4,5,0,5,5,0,5,5,5,0,5,5,5,4,5,0,5,5,0,1,0,1,1,5,0,5,0,0,5,0,5,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,22,"Female","Yes","four to five times per day or more","300 to 400",6,"Public","sidybay","AA6K05EFNJ3T0","",704,20,30,9,21,10,-6
"4/27/19 20:05","I agree to participate.",3,4,4,4,2,0,4,5,4,3,3,5,5,4,5,2,3,4,3,4,4,5,5,4,3,3,4,3,1,2,3,0,1,1,1,1,1,-1,1,-1,-1,1,541,"Male","Yes","less than once per week","less than 100",1,"Public","ReddudeBo","AO33H4GL9KZX9","",706,23,23,20,22,15,4
"4/27/19 20:17","I agree to participate.",3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,3,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,"Male","Yes","four to five times per day or more","less than 100",4,"Public","EmperorPainguin","AUHRS2GFPRADF","",708,18,17,17,18,18,-10
"4/27/19 20:18","I agree to participate.",2,4,5,3,4,2,5,5,3,2,4,4,4,3,3,5,3,5,4,5,5,2,5,4,3,5,5,4,3,5,5,5,1,-1,-1,-1,-1,1,-1,-1,-1,-1,32,"Male","Yes","two to three times per week","200 to 300",2,"Public","Businessline910","A3B919K25SR35","",709,23,25,23,23,28,-6
"4/27/19 20:31","I agree to participate.",3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,1,1,1,1,1,1,1,1,1,-1,33,"Female","Yes","two to three times per week","100 to 200",4,"Private","","A1AKX1C8GCVCTP","",710,11,4,3,2,0,8
"4/27/19 20:43","I agree to participate.",4,5,3,2,2,0,5,5,3,3,3,5,5,3,3,3,5,5,3,3,4,5,5,4,4,1,5,1,3,3,4,2,-1,1,-1,1,-1,-1,-1,-1,-1,-1,33,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","AA402T4YY1S7N","",711,25,27,19,16,19,-6
"4/27/19 20:57","I agree to participate.",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,0,5,5,5,1,-1,1,1,1,1,-1,1,1,1,55,"Female","Yes","two to three times per day","less than 100",3,"Public","clicker9064","APDDA1Y59RHV9","",712,30,25,29,30,29,6
"4/27/19 21:00","I agree to participate.",4,4,4,5,4,0,5,5,5,4,4,5,5,5,5,3,4,4,2,5,3,4,5,4,3,5,4,2,0,3,5,3,-1,-1,1,1,1,1,-1,-1,-1,-1,40,"Female","Yes","two to three times per week","less than 100",1,"Private","","A373H49YOTB1AY","",713,25,22,22,29,21,-2
"4/27/19 21:03","I agree to participate.",5,5,5,5,5,0,5,4,5,4,4,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,1,1,4,4,5,-1,1,1,1,1,1,1,-1,1,1,64,"Male","Yes","four to five times per week","less than 100, 100 to 200",4,"Private","","A2NKE99I9M8EP3","",714,25,25,27,27,29,6
"4/27/19 21:53","I agree to participate.",5,4,1,1,4,0,4,5,2,0,2,5,4,2,2,2,4,4,2,2,1,5,4,4,2,3,2,2,4,0,3,3,1,1,-1,-1,1,1,-1,-1,1,-1,22,"Female","Yes","less than once per week","100 to 200",3,"Private","PicklesTheKat","A7TE8WWWIF2IS","",717,24,25,9,11,14,0
"4/27/19 22:05","I agree to participate.",4,4,0,1,1,0,4,4,1,1,2,5,5,0,1,0,5,4,0,1,0,5,4,4,1,1,1,2,2,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,"Female","Yes","less than once per week","less than 100",3,"Private","","A3DCRZTX0HIHBJ","",718,24,23,3,6,4,-8
"4/27/19 22:14","I agree to participate.",4,3,1,0,1,0,4,3,3,0,0,4,3,2,2,0,2,3,2,1,0,5,5,1,4,0,0,2,2,0,3,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,30,"Male","Yes","less than once per week","100 to 200",1,"Private","","A2COVA7FSAIH3D","",719,21,15,12,6,1,-6
"4/27/19 23:55","I agree to participate.",4,3,0,0,1,0,4,4,0,0,2,5,3,1,3,0,3,5,3,0,1,4,5,2,5,1,0,3,5,3,1,3,1,1,-1,-1,1,1,-1,-1,-1,1,49,"Female","Yes","less than once per week","less than 100",1,"Private","","A1XSQ7O7YLOE8N","",720,24,22,12,5,7,0
"4/28/19 1:48","I agree to participate.",5,5,0,5,5,0,5,5,1,0,1,5,5,0,2,5,5,5,3,5,0,5,5,0,1,5,5,5,0,0,5,3,-1,-1,-1,-1,1,-1,-1,-1,-1,1,45,"Female","Yes","less than once per week","400 to 500",3,"Public","tntgirl007","A2HFWM12UCPYF0","",721,30,20,5,22,19,-6
"4/28/19 2:06","I agree to participate.",5,4,0,0,3,0,5,5,3,0,3,4,5,1,4,4,5,5,2,3,1,5,4,5,3,0,3,5,5,1,2,0,-1,-1,1,1,-1,1,-1,-1,-1,-1,52,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A3RKY9YC2DYCW9","",722,28,29,10,9,14,-4
"4/28/19 7:34","I agree to participate.",3,4,0,3,1,1,4,5,2,1,0,4,5,1,4,0,4,3,0,1,0,4,4,4,1,2,1,3,4,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Male","Yes","less than once per week","less than 100",1,"Private","","A2VXEPC4KG1CWU","",723,22,25,7,15,3,-10
"4/28/19 10:57","I agree to participate.",4,3,0,1,4,0,5,4,4,2,4,5,5,0,4,3,5,4,2,4,4,5,5,4,1,0,4,4,0,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Male","Yes","At least once a day","less than 100",1,"Private","","A38AHDQA5CJGXI","",724,28,20,8,11,23,-10
"4/28/19 11:10","I agree to participate.",5,5,4,4,1,0,5,5,4,3,1,4,5,3,3,2,5,4,4,4,4,5,5,4,5,4,4,5,1,4,5,4,1,1,1,1,1,-1,-1,1,1,-1,58,"Male","Yes","less than once per week","less than 100",1,"Public","MPRSteve","AKX5RHHO8BIUX","",725,29,24,24,23,16,4
"4/28/19 17:15","I agree to participate.",4,3,2,3,5,0,4,3,2,2,4,5,4,3,4,1,4,4,2,3,4,4,4,3,3,3,4,1,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,"Male","Yes","At least once a day","800 to 900",1,"Public","thawedoutpro","A1PIGZNLSQMGNW","",728,22,18,14,17,21,-10
"4/28/19 22:05","I agree to participate.",4,4,4,3,3,3,4,4,5,3,4,4,5,3,4,4,5,4,4,5,2,4,4,3,3,4,4,3,3,3,4,5,1,1,1,1,1,1,-1,1,1,1,38,"Female","Yes","two to three times per week","100 to 200",5,"Public","","A1D3MWE37IAAG4","",729,24,23,22,23,22,8
"4/29/19 13:55","I agree to participate.",3,4,3,1,4,0,3,4,3,2,4,5,2,2,4,0,3,3,1,1,2,5,5,3,1,2,1,5,3,3,2,3,1,1,-1,-1,-1,1,-1,-1,1,-1,28,"Male","Yes","four to five times per week","200 to 300",1,"Private","","A326O3VWP8TO8N","",730,24,19,13,12,14,-2
"4/29/19 15:43","I agree to participate.",2,0,5,2,4,0,1,2,5,4,3,3,3,3,4,0,0,1,5,2,3,5,5,2,3,2,1,0,0,5,5,4,1,1,1,1,1,1,1,-1,1,1,24,"Male","Yes","two to three times per day","200 to 300",5,"Public","","A7SXWHGK8B40R","",731,11,8,26,19,15,8
"4/29/19 15:43","I agree to participate.",5,4,5,4,5,1,4,3,4,5,1,5,3,5,4,4,5,4,3,4,5,4,4,4,5,4,5,4,4,3,4,3,-1,1,-1,-1,-1,1,-1,-1,1,-1,32,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A2KBTDHM44J7X4","",732,27,22,25,25,23,-4
"4/29/19 15:43","I agree to participate.",5,5,0,0,0,0,5,5,2,0,1,5,5,3,4,0,5,5,0,0,0,0,5,4,3,0,0,0,5,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,"Female","Yes","two to three times per week","100 to 200",2,"Private","","A1DY3EW6Q0B5K5","",733,25,29,9,4,1,-10
"4/29/19 15:43","I agree to participate.",3,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,3,3,3,4,4,3,4,3,4,3,4,3,1,-1,1,1,-1,1,-1,1,-1,1,55,"Male","Yes","two to three times per week","100 to 200",4,"Public","","A2AVUB7WBVPYKQ","",734,19,22,20,21,20,2
"4/29/19 15:44","I agree to participate.",3,3,2,1,1,0,4,3,2,2,1,1,3,4,4,2,2,1,3,3,2,2,5,4,3,1,2,1,1,2,3,2,-1,1,-1,-1,-1,1,1,-1,1,-1,26,"Male","Yes","At least once a day","200 to 300",4,"Private","","A2MM10557W7PLD","",735,16,15,16,14,10,-2
"4/29/19 15:44","I agree to participate.",2,4,2,2,3,3,2,2,1,1,2,3,3,3,2,2,1,3,2,3,3,2,2,3,3,1,1,3,3,3,3,2,1,1,1,1,-1,-1,1,1,-1,1,47,"Female","Yes","less than once per week","less than 100",4,"Public","katesnowbunny","A2W70YZC90BHY8","",736,13,18,14,12,13,4
"4/29/19 15:44","I agree to participate.",4,3,1,3,4,4,3,4,4,3,4,4,3,4,3,3,2,3,4,3,3,4,3,4,3,3,3,4,3,4,4,4,1,-1,-1,1,1,1,-1,1,-1,-1,22,"Male","No","four to five times per week","100 to 200",5,"Private","","A2NJAHKIJQXPCI","",737,20,20,20,19,21,0
"4/29/19 15:44","I agree to participate.",5,4,1,2,1,0,5,5,2,1,1,5,4,3,3,0,5,5,1,2,1,5,5,5,4,5,2,1,5,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,26,"Male","No","two to three times per week","less than 100",1,"Private","","ASF5V3K4IFP4K","",738,26,28,11,13,5,-6
"4/29/19 15:44","I agree to participate.",3,5,1,2,0,0,5,5,2,0,0,5,5,2,3,2,5,5,3,3,1,5,5,4,1,0,0,2,1,2,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,"Female","Yes","two to three times per week","less than 100",1,"Public","","AZ8JL3QNIPY4U","",739,25,25,11,11,3,-8
"4/29/19 15:44","I agree to participate.",5,5,3,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,3,0,0,5,0,3,0,5,0,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,30,"Female","Yes","less than once per week","less than 100",1,"Public","","A34VLM2UC0JY11","",740,26,20,23,25,20,-6
"4/29/19 15:44","I agree to participate.",2,4,1,3,2,3,2,4,2,2,4,2,4,4,2,2,4,2,0,2,3,4,2,3,4,2,2,4,2,2,4,2,1,1,-1,1,-1,1,-1,-1,1,-1,27,"Male","No","N/A ( I do not have a Twitter account)","less than 100",1,"N/A (I do not have a Twitter account)","","ACXP8KHFX06KR","",741,16,19,13,15,15,0
"4/29/19 15:44","I agree to participate.",3,2,3,4,3,2,3,4,3,3,4,3,3,4,5,4,2,3,4,3,1,2,3,4,4,3,2,3,3,2,3,4,1,1,-1,1,1,1,1,-1,1,1,25,"Male","Yes","four to five times per day or more","200 to 300",4,"Public","","A2EMGX33TN9BFU","",742,17,19,20,21,18,6
"4/29/19 15:44","I agree to participate.",4,2,5,4,2,4,3,5,2,4,1,4,2,5,4,3,4,1,5,1,3,1,4,2,4,1,5,3,2,4,2,5,1,-1,1,1,-1,1,-1,1,-1,1,29,"Male","Yes","two to three times per day","600 to 700",6,"Public","","A2393VG74LGXWN","",743,22,14,25,16,19,2
